70;0.20944;0.019724;1012;3.0382;-0.27005;-0.5401;403;201.78;0.03362;-1.4286;0.85714;0.42857;7.2857;0.57143;0.71429;0;0.28571;1.8571;-0.047619;0;2.7143;2.1429;0;0;0;0;0;0;0;0;0;0;0
64;0.22634;-0.0069983;-746;-2.4891;0.54961;1.0992;3990;1995.1;0.1164;1.2857;-0.42857;-0.42857;-7.7143;0.85714;1.7143;0;3.2857;-2.5714;0.047619;0;-2.7143;-71.571;0;0;0;0;0;0;0;0;0;0;0
-96;-0.36468;0.016892;-287;-0.60787;0.037491;0.074982;-5901;-2950.8;-0.22084;0.28571;2.2857;1.2857;9.4286;-0.28571;-0.85714;0;-1.4286;1.2857;0.95238;0;2;51.143;0;0;0;0;0;0;0;0;0;0;0
154;0.50115;-0.0018564;1185;2.3449;-1.2745;-2.5491;2803;1401.4;0.10056;0.21429;1.0714;-0.42857;4.4286;-0.21429;-0.28571;0;-0.28571;-2.5714;-1.2857;0;1.0714;-36.5;0;0;0;0;0;0;0;0;0;0;0
95;0.054049;0.012598;-15;0.072434;-0.55486;-1.1097;14904;7452.4;0.25552;3.2143;-0.071429;1.1429;-16.143;2.2143;1.8571;0;1.5714;3;0.14286;0;-2.5;-0.78571;47805;0.1;2.8766e+07;0.039;4300;8900;-4600;-0.001;-0.151;-1.121;0.8
-69;0.074336;-0.020147;-328;-0.00049554;0.20104;0.40208;-13646;-6823.3;-0.1687;-2;-0.57143;-6.2857;9.1429;1.1429;1.2857;0;-1.5714;0.28571;0.42857;0;0.57143;43.571;0;0;0;0;0;0;0;0;0;0;0
-1;-0.076222;0.011403;-426;-1.3066;0.39754;0.79508;-901;-450.15;-0.0044819;3;0.57143;1.7143;-9;-0.85714;-1.2857;0;2.7143;0.85714;0.71429;0;-1.5714;-5.8571;0;0;0;0;0;0;0;0;0;0;0
-180;-0.5613;-0.028249;-42;-0.040325;1.5986;3.1973;-4415;-2207.7;-0.2472;1.0857;-0.028571;-0.57143;-8.4;0.6;0.54286;0;-0.31429;-1.9429;-1.6857;0;-1;4.9714;0;0;0;0;0;0;0;0;0;0;0
105;0.3046;0.020822;125;0.027079;-0.46947;-0.93894;4420;2209.9;0.20482;-2.8;-0.4;2.7143;11.4;-0.31429;0.31429;0;-3.1143;1.2286;0.68571;0.072857;3.1429;2.8857;0;0;0;0;5100;8700;-3600;0;0.154;1.441;0.7
34;0.14454;-0.027296;166;0.92953;-0.13793;-0.27586;-3395;-1697.2;-0.14691;1.4286;0.14286;3;-4;-0.42857;-0.28571;0;0.42857;0.14286;-0.57143;-0.072857;-1.8571;10.571;0;0;0;0;0;0;0;0;0;0;0
-83;-0.28377;0.001318;212;0.332;-0.523;-1.046;1572;785.89;0.071302;-0.57143;-0.28571;-7.1429;3.4286;-1.1429;-1.8571;0;3.4286;-1.2857;-0.14286;0;0.57143;-10;0;0;0;0;0;0;0;0;0;0;0
36;0.14207;-0.0032449;-380;-0.96317;0.83797;1.6759;-2969;-1484.8;-0.13516;1.7143;-0.85714;-0.42857;-9.7143;-0.28571;-0.14286;0;-0.71429;0.14286;0.14286;0;-1.4286;4.1429;0;0;0;0;0;0;0;0;0;0;0
-17;-0.1672;0.033168;549;0.40608;-0.89828;-1.7966;4807;2403.9;0.082926;0.42857;3;2.8571;10.286;-3.4286;-3.4286;0;-3.4286;-0.42857;2.2857;0;1.5714;-24;0;0;0;0;0;0;0;0;0;0;0
-130;-0.28614;0.0062974;-1006;-1.6659;0.54447;1.0889;-3816;-1908.3;-0.064756;1.4286;-2.2857;-2.8571;-16;0.71429;0.85714;0;3;1.1429;-1.4286;0.035714;-1.4286;14.286;0;0.1;0;-0.104;4500;7600;-3100;-0.001;-0.156;-1.645;-1.7
137;0.48308;-0.047546;445;0.90442;0.14691;0.29383;266;133.29;0.021198;0;0.57143;-5;6.5714;-0.71429;-0.85714;0;2.4286;-1;-0.57143;-0.035714;0.57143;-27;0;0;0;0;0;0;0;0;0;0;0
-78;-0.23866;0.0077978;-102;0.0014731;0.027896;0.055791;-1821;-910.6;-0.0457;-4.5714;-0.85714;11.286;5.2857;3.5714;3.4286;0;-1.5714;0.85714;0.42857;0;-0.42857;3;0;0;0;0;0;0;0;0;0;0;0
76;0.28015;-0.027126;504;1.3057;-0.11691;-0.23382;3546;1772.7;0.19762;-0.85714;-1.4286;-5.4286;-1.1905;-1.2381;-1.4286;0;0.80952;-0.33333;0.90476;0;0.61905;-18.619;0;0;0;0;0;0;0;0;0;0;0
-95;-0.37034;0.011294;-622;-1.5344;0.30254;0.60509;-2740;-1369.6;-0.16845;3.4286;0.42857;5.4286;-10.238;0.95238;1.5714;0;-6.381;-1.8095;-5.9048;0;0.095238;2.3333;13696;0;1.9545e+07;0.038;2700;6500;-3900;-0.001;0.147;1.526;2.9
164;0.68991;-0.012562;290;0.85902;-0.051615;-0.10323;-708;-354.33;-0.016263;-4.7143;0.42857;-2.1429;17.429;1.7143;1.5714;0;1.7143;2.1429;4.8571;0;1.2857;47.286;0;0;0;0;0;0;0;0;0;0;0
113;0.47595;0.0022248;34;-0.0055253;-0.088049;-0.1761;-223;-111.19;0.0097326;1.8571;-0.85714;2.5714;-9.8571;-0.42857;-0.42857;0;-0.14286;-2.1429;-3.7143;0;-1.1429;-11;0;0;0;0;0;0;0;0;0;0;0
181;0.6737;0.036367;395;0.76584;-0.54365;-1.0873;1652;826.05;0.07853;-1.7381;-0.66667;-3.0238;3.6667;0.92857;0.61905;0;3.1429;0.97619;0.2619;1.0583;0.59524;7.0476;0;0;0;0;0;0;0;0;0;0;0
-185;-0.72892;0.0262;-116;-0.59459;0.11088;0.22175;-50;-25.387;-0.016032;2.1667;-9.619;-19.119;-27.667;4.0714;3.8095;0;2.7143;-1.5476;-2.119;-1.0583;-2.1667;-32.619;0;0.1;0;-0.08;500;5400;-4800;-0.001;-0.101;-1.589;-0.9
47;0.43836;-0.033872;-210;0.29729;0.49095;0.9819;-1641;-820.17;-0.049574;-6;9;19.714;39;-3.7143;-3.4286;0;-6.5714;0.42857;2.4286;0;4.7143;-63;0;0;0;0;0;0;0;0;0;0;0
-119;-0.33237;-0.031984;-459;-1.6176;0.31486;0.62972;-944;-472.24;-0.034871;1.1429;-7.7143;-10.571;-27.143;4.5714;3.4286;0;4.5714;0.28571;-0.28571;0;-4.1429;9.2857;0;0;0;0;0;0;0;0;0;0;0
-211;-1.2121;0.032317;416;0.82403;-0.099453;-0.19891;1169;584.59;0.0070408;4.2857;-4.1429;-7.2857;-14.857;0.57143;0.71429;0;-0.14286;-1.1429;-1.7143;0;0;11;0;0;0;0;0;0;0;0;0;0;0
87;0.53096;0.03835;-309;-0.59563;0.0098658;0.019732;4990;2494.8;0.11802;-8.4286;12.143;22.429;47;-2;-4.8571;0;-11.571;7.1429;6.8571;7.62;6.4286;-76;0;0;0;0;0;0;0;0;0;0;0
112;0.56532;-0.075523;445;1.4426;-1.1099;-2.2198;-5025;-2512.3;0.0080192;2.8571;-3;-1.4286;-16.714;-0.42857;2.8571;0;8.1429;-3.7143;-1.8571;-1.7786;-4.2857;93.571;0;0.3;0;-0.049;-400;4900;-5300;-0.001;0.114;3.726;-0.3
-25;-0.075069;-0.022798;103;-0.16979;-0.64674;-1.2935;980;489.86;0.02248;-4;-1.5714;-1.5714;7.8571;2.2857;2.1429;0;1.7143;-3.7143;-6.1429;-3.4714;-0.14286;-34.286;0;0;0;0;0;0;0;0;0;0;0
52;-0.14791;0.075749;-48;-0.37453;-0.38506;-0.77012;3093;1546.7;0.089797;3.2857;-4.8571;-9;-24.429;-1;-2.8571;-0.42857;-1.1429;-0.42857;2.6;-2.37;-2.2857;-38.143;0;0;0;0;0;0;0;0;0;0;0
-61;-0.1748;0.040085;5;0.46064;0.025619;0.051238;3842;1921.1;0.016554;-5.8929;-4.3214;-3;4.0357;0.64286;1.6071;0.42857;2.2857;5.3571;3.9;1.2075;1.9643;22.607;0;0;0;0;0;0;0;0;0;0;0
-11;-0.043149;0.0065431;-580;-1.9385;0.48687;0.97373;957;478.2;0.01922;1.2857;-0.42857;-0.42857;-7.7143;0.85714;1.7143;0;3.2857;-2.5714;0.047619;0;-2.7143;-71.571;0;0;0;0;0;0;0;0;0;0;0
-54;-0.20393;-0.012829;-223;-0.47075;-0.010722;-0.021444;-1301;-650.65;-0.04086;0.28571;2.2857;1.2857;9.4286;-0.28571;-0.85714;0;-1.4286;1.2857;0.95238;0;2;51.143;0;0;0;0;0;0;0;0;0;0;0
26;0.08507;-0.0088024;895;1.7685;-1.0069;-2.0139;172;86.22;-0.0032249;0.21429;1.0714;-0.42857;4.4286;-0.21429;-0.28571;0;-0.28571;-2.5714;-1.2857;0;1.0714;-36.5;0;0;0;0;0;0;0;0;0;0;0
11;-0.0098836;-0.096761;-109;-0.14669;-0.17023;-0.34045;1045;522.66;-0.033326;3.2143;-0.071429;1.1429;-16.143;2.2143;1.8571;0;1.5714;3;0.14286;0;-2.5;-0.78571;47805;0.1;2.8766e+07;0.039;4300;8900;-4600;-0.001;-0.151;-1.121;0.8
-44;-0.10437;0.094761;-115;0.3074;0.028229;0.056458;-1098;-548.97;0.040351;-2;-0.57143;-6.2857;9.1429;1.1429;1.2857;0;-1.5714;0.28571;0.42857;0;0.57143;43.571;0;0;0;0;0;0;0;0;0;0;0
70;0.23606;0.10818;-274;-0.87002;0.30854;0.61708;1257;628.43;0.075794;3;0.57143;1.7143;-9;-0.85714;-1.2857;0;2.7143;0.85714;0.71429;0;-1.5714;-5.8571;0;0;0;0;0;0;0;0;0;0;0
19;0.097746;-0.0079011;-76;-0.13787;1.1234;2.2468;-878;-438.95;-0.058356;1.0857;-0.028571;-0.57143;-8.4;0.6;0.54286;0;-0.31429;-1.9429;-1.6857;0;-1;4.9714;0;0;0;0;0;0;0;0;0;0;0
58;0.17036;0.013081;106;0.015793;-0.3893;-0.7786;1363;681.15;0.062585;-2.8;-0.4;2.7143;11.4;-0.31429;0.31429;0;-3.1143;1.2286;0.68571;0.072857;3.1429;2.8857;0;0;0;0;5100;8700;-3600;0;0.154;1.441;0.7
